Id,mean_exam_points
10000,60.4462885353772
10001,61.7841294528928
10002,61.28285744405307
10003,63.541721090962014
10004,63.9588070409265
10005,60.94825747106105
10006,61.19841057541165
10007,60.61381712744992
10008,61.283080140213045
10009,62.4542512901408
10010,60.69756676259931
10011,60.94849607950398
10012,61.61863895239992
10013,62.37085132172481
10014,61.61727293417193
10015,61.03095681935201
10016,62.95490042520733
10017,60.7818668779504
10018,61.11663431722066
10019,60.44654680537914
10020,62.20367093895271
10021,61.36834211493927
10022,61.61875447078246
10023,60.86479579747456
10024,60.949216364573225
10025,61.95291365294988
10026,60.61384787696831
10027,60.61460944813687
10028,61.116043704184264
10029,61.032511401009685
10030,62.11962672750397
10031,60.94921820963417
10032,61.28290079028439
10033,60.69820460379962
10034,61.366663125578185
10035,62.287405677792954
10036,61.11691964432657
10037,62.78929747146884
10038,60.61431915598345
10039,63.29165695639601
10040,63.3759493651168
10041,60.86609664815403
10042,61.28413246378163
10043,61.032683325820265
10044,60.782944519893285
10045,61.45103686136191
10046,61.451143405932356
10047,61.2838499167326
10048,61.1173979552221
10049,62.371772349102415
10050,61.20020644057054
10051,64.12954621388776
10052,60.6994026256009
10053,61.20089224129754
10054,61.118156282231894
10055,59.19371281012712
10056,62.37323828008529
10057,60.615882813662715
10058,61.36822783845526
10059,63.37501132036467
10060,61.618202639353775
10061,61.11706877593838
10062,60.866355786854484
10063,60.449327799295524
10064,61.36865700951243
10065,60.61552293775836
10066,61.28508499622416
10067,62.371992176046675
10068,60.69875002074683
10069,59.77939078480337
10070,61.285387745552065
10071,61.11824666726661
10072,60.53304955350282
10073,60.28134858866768
10074,61.6198851673628
10075,60.86763592367693
10076,62.37302765571426
10077,61.03501006504952
10078,60.867699561205775
10079,62.20522276729888
10080,61.11795502418788
10081,60.03188906783557
10082,63.54359608561614
10083,62.45589380774073
10084,61.117743666477594
10085,60.28219272046767
10086,62.957887373416284
10087,62.37281411487478
10088,61.28615573353456
10089,63.37775706779866
10090,60.28215518440285
10091,61.452904874259104
10092,61.11923920569052
10093,61.53686654762793
10094,61.70422835803254
10095,60.95198119092587
10096,63.626817381698444
10097,61.53736580579216
10098,62.455759537335425
10099,60.78435413571588
10100,62.45709935894676
10101,61.03566345899795
10102,60.70084615261155
10103,61.621817061160094
10104,61.11870657168988
10105,61.95526004083826
10106,60.701691291207126
10107,60.28303851482173
10108,61.11979965241662
10109,61.37087276805022
10110,60.951368291902654
10111,61.20376727747734
10112,61.620305066403596
10113,60.69993899391132
10114,60.28370846110117
10115,62.12337929640887
10116,61.37055150824991
10117,62.62496999170088
10118,61.37112652850434
10119,60.36627154295048
10120,61.537856919412675
10121,61.872056469475744
10122,63.62869083145698
10123,61.03635263151719
10124,61.203874978726134
10125,62.37541516325665
10126,61.53695212086962
10127,60.95241722562921
10128,60.702207037255604
10129,60.70234624356933
10130,62.29014807251835
10131,61.12033794478486
10132,61.20433120237735
10133,62.45831259528774
10134,62.709768477613174
10135,63.21133228884757
10136,61.95773692856453
10137,60.701862407573415
10138,62.45860235002313
10139,61.62180096307107
10140,61.120843941481404
10141,61.62302541482816
10142,62.54215781146331
10143,59.6994520096146
10144,61.28790866580114
10145,60.78695693251145
10146,61.037144337046946
10147,60.869450814996895
10148,61.78881707026987
10149,60.95410453503832
10150,62.87764955746249
10151,61.538237619235666
10152,63.63017937553498
10153,61.45550988279066
10154,61.20529802264248
10155,61.53969366552175
10156,60.95398976276941
10157,61.1204515772035
10158,61.12139546352425
10159,61.204756591857716
10160,61.37284557651539
10161,62.29232993844925
10162,61.539646048558865
10163,60.62012982302372
10164,61.62330584263095
10165,62.79400577621225
10166,62.37605062924753
10167,60.621089613499585
10168,62.3766616298128
10169,61.03793029808382
10170,60.70258449766977
10171,60.702688318067786
10172,60.788030380164024
10173,61.540196916337834
10174,60.954676777869985
10175,60.87048947307888
10176,61.62408175009685
10177,60.453522484735956
10178,60.78703974824776
10179,60.61973354383312
10180,62.292989773624534
10181,60.87117789562865
10182,61.540996271406556
10183,61.206474809658744
10184,62.29410581817837
10185,61.37375537615517
10186,59.952308128463656
10187,63.047458654409354
10188,60.705578203760965
10189,61.03842197859828
10190,63.29638242418977
10191,61.70869008248323
10192,62.3762484232648
10193,62.62809750821685
10194,62.46042353160537
10195,61.289851736056065
10196,60.788344635468746
10197,61.373404882927694
10198,61.29028678530197
10199,61.20648699580697
10200,60.703996105407356
10201,60.704689427260256
10202,61.20620346558949
10203,62.628638397160564
10204,61.541073070113406
10205,60.70518593627047
10206,61.29105373571178
10207,61.959472046010845
10208,62.12676517713776
10209,60.789247235690176
10210,63.21525595595446
10211,62.37787787954983
10212,62.210787834279365
10213,62.545183489792855
10214,60.87237421411305
10215,61.12363378098001
10216,62.21035161376995
10217,60.87290504814958
10218,61.29039545189296
10219,60.78902625314292
10220,61.540786311145375
10221,60.95699314324767
10222,61.12393626896567
10223,61.03990014990653
10224,62.54557107161347
10225,60.87319019944952
10226,60.37161906046706
10227,61.29087298948792
10228,60.87300885932711
10229,60.622134957330644
10230,62.21060468584147
10231,62.37825547759754
10232,61.04077735259492
10233,61.20702235831408
10234,63.46585882515756
10235,60.78950887472474
10236,60.622426071342716
10237,61.04037945232188
10238,61.20663882840028
10239,62.295427350403294
10240,61.12442793979611
10241,63.633870555285355
10242,61.04065073899813
10243,60.62254463860278
10244,60.9575088728061
10245,62.29540640180193
10246,61.291528630372895
10247,62.96462677426687
10248,61.29191409358669
10249,62.37931537046454
10250,62.29502443044206
10251,61.04091868478502
10252,60.95738509422294
10253,61.96025648537942
10254,60.79076370966293
10255,61.124729314867594
10256,61.12524646109572
10257,61.54334756687691
10258,60.62283348776871
10259,61.1253895824623
10260,61.20865812735607
10261,62.128526985965486
10262,61.29377049233596
10263,62.29631982997672
10264,60.62486035602291
10265,60.791108295922555
10266,60.957846296336015
10267,62.12929234485566
10268,62.37964047957334
10269,62.380194114078186
10270,63.048434733132176
10271,60.456354412857436
10272,60.541005715668575
10273,62.5473190502596
10274,61.37642104128953
10275,61.292532866641146
10276,61.209655565083104
10277,61.62723030480413
10278,61.12627710974793
10279,61.29348779662573
10280,61.37725336210787
10281,62.29620513251118
10282,60.87440467406383
10283,62.882344460904505
10284,61.04208382827426
10285,60.87465063509624
10286,60.708549046751514
10287,61.04282366371972
10288,61.20971965779556
10289,61.461547315526396
10290,63.71892215748675
10291,60.70860094795108
10292,60.87540025023988
10293,60.54093586451657
10294,62.46464580705787
10295,60.54107800515096
10296,61.46154652465397
10297,61.12707069440054
10298,60.792154952646676
10299,61.21012251895861
10300,61.377428803613796
10301,62.0464610113517
10302,62.29742846332609
10303,60.20727221776739
10304,64.47320685538305
10305,62.296723113559096
10306,61.29358110662045
10307,62.79983321051439
10308,61.04362419039709
10309,60.624354958155365
10310,61.29438116670198
10311,61.12662742443888
10312,60.79326841121827
10313,63.051489566072874
10314,61.21019198264785
10315,62.380775092887255
10316,60.62529518976704
10317,61.294032743466424
10318,60.458357547199675
10319,62.63230349314412
10320,61.12797044345604
10321,63.05045181619448
10322,60.71031882707659
10323,62.38121540425551
10324,60.793104440067516
10325,61.21035131957479
10326,60.7919109809389
10327,62.38267868843403
10328,61.29556756715786
10329,61.29584812424284
10330,62.215198745050735
10331,60.96203736674877
10332,60.87781020125958
10333,62.80077850364492
10334,63.38685810121088
10335,61.54648897285797
10336,61.377639097613404
10337,61.96496899100691
10338,60.70974005000342
10339,60.709516369593175
10340,62.38103675676323
10341,61.04389901787994
10342,64.13985149566423
10343,62.382441983210796
10344,60.96046202924928
10345,61.54646918320926
10346,62.04901549686845
10347,61.04586205375105
10348,61.29574886637731
10349,62.049119021398795
10350,61.378860692789004
10351,61.04592568314122
10352,62.13270207264849
10353,60.54315110212637
10354,61.63003981388975
10355,62.21541612597821
10356,62.88556269068583
10357,61.29660777538559
10358,61.54690184612036
10359,61.212083953174634
10360,61.29623861345159
10361,61.63045773393482
10362,61.46379078725
10363,61.5472785116084
10364,60.962130173527534
10365,60.87796406931936
10366,61.04628972071178
10367,60.709803334271584
10368,61.63132848953199
10369,62.300307789501815
10370,62.384148619549784
10371,62.55082105759644
10372,60.87818099614504
10373,60.711608008723466
10374,61.79856114326906
10375,60.62861132818752
10376,61.96636403928413
10377,61.212937869267705
10378,63.22021844357131
10379,64.30829056254282
10380,62.38385815885994
10381,60.962878309332794
10382,60.54591132920107
10383,60.87927764356509
10384,60.96407833031862
10385,61.213808311101985
10386,60.54404554131405
10387,60.79566526238117
10388,62.55208603164186
10389,61.2972076738122
10390,61.46478827929436
10391,60.71191345903288
10392,61.21322230985241
10393,61.96607981960223
10394,62.21674567409377
10395,61.29770828290175
10396,62.384929783773366
10397,61.715451975425594
10398,63.890944215302135
10399,61.13015201615339
10400,61.129391610883665
10401,62.97036268502024
10402,61.047871319819784
10403,62.21763577472744
10404,62.72014945162495
10405,63.973509767067995
10406,62.21811108301455
10407,60.71320720594279
10408,60.62749646294688
10409,61.54867386302284
10410,61.214504316364525
10411,60.87975946193547
10412,61.29753217455543
10413,61.04713525010104
10414,61.04709938315102
10415,61.54904475917658
10416,63.556184358744645
10417,60.79637502977755
10418,61.38131534533509
10419,61.54976613098593
10420,60.88018128040317
10421,60.54517881292314
10422,60.62973146172056
10423,61.13126545315711
10424,64.22653446586791
10425,60.62876312671892
10426,62.38673750939175
10427,62.63673967524202
10428,62.303136757681074
10429,62.385777322031196
10430,60.96429300704873
10431,62.13629170934104
10432,62.38624106296687
10433,63.55711198874225
10434,62.13489888729598
10435,61.63420748287833
10436,62.88827020807614
10437,61.54972120812956
10438,61.047987877198416
10439,60.54669757467857
10440,62.38611053431722
10441,61.13227991521216
10442,60.96519991483794
10443,61.29889647916424
10444,60.46346655906538
10445,60.881564940674146
10446,61.04786712958316
10447,61.63436563144446
10448,61.131799266470956
10449,60.88153169554688
10450,62.55365047285325
10451,62.554104456408986
10452,62.471705779186
10453,62.05268991441995
10454,62.38739763365047
10455,60.714375945202754
10456,63.7256412282443
10457,60.54719047069133
10458,60.37916816044552
10459,60.88203610884809
10460,60.96538855015682
10461,60.79901686150633
10462,61.467404887176436
10463,61.132670011442464
10464,60.79839379858487
10465,60.88275015290938
10466,61.05010170130209
10467,61.71828955203953
10468,61.13235608774157
10469,60.63146281438179
10470,62.47119641732734
10471,60.88297732517356
10472,60.714981810606126
10473,60.79855490379345
10474,60.63074884947923
10475,60.88252966848539
10476,61.46882279781052
10477,60.799056589663536
10478,62.805333774056216
10479,62.30443608811921
10480,62.806832740018116
10481,61.301436408401166
10482,60.46591666665084
10483,62.38731123952814
10484,61.21677467214574
10485,60.883338735218935
10486,62.2203165127976
10487,61.30151969503098
10488,59.71207009176072
10489,61.38482354582343
10490,60.63237458993183
10491,61.13393224065323
10492,60.381306718457694
10493,60.63203104950936
10494,60.79930251915365
10495,64.22938895212722
10496,60.38196277513186
10497,63.642850234276494
10498,60.96699144671852
10499,60.80033448272479
10500,60.96719928917125
10501,62.38901615959943
10502,62.723285219087984
10503,61.637023052415984
10504,61.13417564097181
10505,61.46938204553574
10506,62.64021296148831
10507,62.72306963396713
10508,62.22239428003466
10509,63.56004025561924
10510,60.716277066675474
10511,62.47328400995655
10512,60.88312887852941
10513,60.96804411358821
10514,60.71709678541622
10515,61.051525287699455
10516,62.72503355207661
10517,60.884326931872984
10518,61.218457837585845
10519,62.63941617802816
10520,61.218581510161094
